"Title","PMID","cell_name","Cell_Type","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100","X101","X102","X103","X104","X105","X106","X107","X108","X109","X110","X111","X112","X113","X114","X115","X116","X117","X118","X119","X120","X121","X122","X123","X124","X125","X126","X127","X128","X129","X130","X131","X132","X133","X134","X135","X136","X137","X138","X139","X140","X141","X142","X143","X144","X145","X146","X147","X148","X149","X150","X151","X152","X153","X154","X155","X156","X157","X158","X159","X160","X161","X162","X163","X164","X165","X166","X167","X168","X169","X170","X171","X172","X173","X174","X175","X176","X177","X178","X179","X180","X181","X182","X183","X184","X185","X186","X187","X188","X189","X190","X191","X192","X193","X194","X195","X196","X197","X198","X199","X200"
"Single-cell analysis reveals new evolutionary complexity in uveal melanoma",31980621,"Mitotic Macrophages_PMID_31980621","Macrophage","STMN1","TUBA1B","HMGN2","TYMS","TOP2A","UBE2C","CDK1","RRM2","H2AFZ","HIST1H4C","CKS1B","HMGB2","MKI67","NUSAP1","PTTG1","KPNA2","TK1","BIRC5","PLK1","CDC20","AIF1","LGALS1","ASF1B","GPX1","C1QC","HMGB3","HMGB1","TUBA1C","CCNB2","MS4A6A","CAPG","NCF4","PCNA","C1QB","CDKN3","YWHAH","LYZ","IDH2","CKS2","DTYMK","BANF1","CTSB","HN1","SPI1","CCNB1","FCER1G","AP2S1","RHOA","CLTA","ARPC5","TMEM106C","C1QA","DUT","CCNA2","ANAPC11","LSM4","SLC25A5","LMNB1","RNASE6","RANBP1","MAD2L1","AURKB","RB1","S100A11","RAB31","COX5A","RHEB","NPC2","CENPW","TALDO1","DEK","ANXA5","GRN","S100A9","H2AFX","CENPU","H2AFV","NUCKS1","VAMP8","ZWINT","PRC1","CENPM","PPIA","TPM4","ADAP2","ANP32B","SMC2","RAN","VPS29","ENO1","ARPC3","NCF1","CYBB","FAM96A","YBX1","CST3","TYROBP","GLUL","TPX2","SNRNP25","DDX39A","SIVA1","LAP3","GSN","CD14","CFL1","GGH","PFN1","SKA2","CALM2","RAC1","COX8A","CD68","ATP6V0D1","RBX1","PKM","DAB2","TPI1","MTCH2","LST1","PGK1","AKR1A1","FAM26F","HLA-DRA","PSAP","RNASEH2C","GNG5","GSTO1","CD74","SMC4","PGAM1","FCGRT","ANP32E","DNAJC8","PRDX1","SAE1","ANXA2","TPM3","CYFIP1","CCL3","HLA-DRB5","C20orf27","STRA13","CAPZA2","PHF19","PRDX3","HCK","UQCR10","UQCC2","PPP1CA","SRP9","HLA-DMA","RAD21","OSTF1","COTL1","BLVRA","GDI2","FABP5","PSME2","CALM3","RNASE1","HLA-DPA1","YWHAE","HSBP1","ATP6V1F","BLVRB","SEC13","PEA15","TXNDC17","ARPC1B","HLA-DRB1","PLIN3","PA2G4","FKBP1A","NME4","KIF5B","AP1B1","SNX10","RGS10","ACTG1","ALDOA","CREG1","PYCARD","PLD3","PTMS","TGFBI","VDAC3","GATM","BLOC1S1","FTL","IGSF6","PDCD5","SLC25A11","KCTD12","LSM5","NUDT1","LDHA","EIF5A","CORO1C","ZNF706"
"Single-cell analysis reveals new evolutionary complexity in uveal melanoma",31980621,"Monocyte_PMID_31980621","Monocyte","S100A8","S100A9","G0S2","TIMP1","IL1B","EREG","FCN1","THBS1","PLAUR","CXCL2","SOD2","SERPINA1","LYZ","CCL20","BCL2A1","VCAN","CXCL8","C5AR1","CXCL3","AREG","LST1","NAMPT","C15orf48","OLR1","IER3","NLRP3","S100A6","IL1RN","NFKBIA","FCER1G","STXBP2","FPR1","ACSL1","PTGS2","MAFB","PLEK","CTSS","LINC01272","CD300E","APOBEC3A","S100A4","SLC11A1","AQP9","FGR","CYBB","LILRB2","AIF1","SAT1","CFD","TYROBP","FTH1","CFP","COTL1","C1orf162","CD83","CSTA","CD55","DUSP6","NEAT1","CCL3","S100A11","ATP2B1","MNDA","PSAP","LYN","S100A10","PPIF","HLA-DRA","MT2A","LILRA5","PTPRE","BASP1","LINC00936","HLA-DRB5","KDM6B","FBP1","HLA-DRB1","ITGAX","RNF144B","MARCKS","BID","NFKB1","ETS2","CLEC7A","CST3","LGALS2","RILPL2","MXD1","SPI1","GK","CDKN1A","FGL2","MMP19","PILRA","RAB31","NFKBIZ","EMP3","KYNU","GPR183","APLP2","IFI30","TREM1","WARS","LIMS1","UPP1","IFITM3","LILRB1","ICAM1","HCK","PHACTR1","GPX1","LTA4H","SAMSN1","NCF2","CHMP1B","ZEB2","TSPO","PLSCR1","FAM26F","EHD1","NUMB","PPP1R15A","IRAK3","TLR2","INSIG1","THAP2","TNFSF13B","PLAC8","CCL3L3","THBD","CCRL2","CMTM6","CLEC4E","CXCL16","FCGR3A","CTSH","IFNGR2","GLUL","DMXL2","PLXDC2","TYMP","H3F3A","HIF1A","C10orf54","SLC7A7","SRGN","MIR3945HG","CPVL","REL","DUSP1","TNF","TKT","CD163","NINJ1","GRN","RBKS","FAM49A","CSF3R","IFITM2","TNFAIP2","HBEGF","CD14","CLEC10A","ARL5B","MS4A7","RAB20","STX11","FLNA","HLA-DQB1","SLC25A37","TWISTNB","SERPINB9","TMEM176B","ADGRE2","CD36","GADD45B","LILRA2","ATP13A3","HLA-DQA1","PNRC1","PNP","RIPK2","RNF130","MGAT1","ATP6V1B2","CD93","TET2","SLC43A2","C9orf72","CSF1R","ANXA2","MPEG1","SOCS3","SGK1","PLIN2","FOSL2","SH3BGRL3","GCH1","KLF4","NR4A3"
"Single-cell analysis reveals new evolutionary complexity in uveal melanoma",31980621,"Naive T Cells_PMID_31980621","T cell","IL7R","KLRB1","ANXA1","CCR7","CD52","ZFP36L2","LTB","FAM177A1","LEPROTL1","AIM1","RGCC","SLC2A3","SARAF","SPOCK2","MT2A","CD69","BTG1","RORA","NR3C1","SOCS1","PIK3R1","S100A4","EML4","TSC22D3","TXNIP","CXCR4","STAT4","SC5D","FOXP1","IFITM1","FKBP5","TC2N","PARP8","FLT3LG","SMCHD1","FXYD5","ITK","RNF125","CNOT6L","IL32","CD5","PTGER4","GZMM","DUSP2","YPEL5","GLIPR1","CCNH","PPP1CB","STK17A","EZR","CD6","ISG20","CD96","AHNAK","JUNB","DDIT4","RHOH","ALOX5AP","S100A10","EMB","ETS1","SAMSN1","PLP2","LINC-PINT","STK4","TRAT1","CYTIP","CDC42SE2","PIK3IP1","ZFP36","GNG2","PPP2R5C","ARHGDIB","CD55","LMNA","CD28","SEPT6","CD48","TOMM7","ARHGAP15","ANKRD12","NDUFS5","USP36","PDE4B","IFITM2","PDCL3","EVI2A","FAU","PTPRC","PDCD4","OCIAD2","MALAT1","TGFB1","MYADM","TRBC1","TAGLN2","PBXIP1","GIMAP7","SF1","ZC3HAV1","RNF149","FYN","MCL1","CRIP1","BIRC3","IKZF1","CDKN1B","CREM","HNRNPUL1","GLTSCR2","GPR183","COMMD6","UBA52","AES","CD44","ARID5A","ITGB1","TNFAIP8","SMAP2","TMEM123","MBP","S100A6","CALM1","PPP1R2","KIAA1551","TUBA4A","DDX24","PTP4A1","GPBP1","TNFAIP3","TAGAP","SEPT1","IDS","MBNL1","BAZ1A","ELF1","TMA7","FAM46C","AC090498.1","N4BP2L2","CD3E","SYNE2","TRAC","ELOVL5","ACAP1","CORO1B","EMP3","CCND3","KLF6","TRBC2","SYTL3","HNRNPA0","CYTH1","SH3BGRL3","VIM","ABRACL","MYL12A","SELK","SRGN","STK17B","G3BP2","CHD2","AMD1","CD2","FYB","PTMA","EMD","EPC1","CD37","PRMT2","SYAP1","HCST","ARL4C","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Single-cell analysis reveals new evolutionary complexity in uveal melanoma",31980621,"NK Cells_PMID_31980621","NK cell","GNLY","GZMB","KLRD1","GZMH","PRF1","TRDC","AREG","KLRF1","IL2RB","KLRB1","IFITM2","SPON2","CLIC3","GZMM","NKG7","IFITM1","CTSW","CD7","HOPX","CD247","GZMA","MATK","GPR65","MYL12A","PIK3R1","CD69","SLA2","RNF125","BIN2","TGFB1","DDIT4","FLNA","FOSL2","HCST","RAC2","ALOX5AP","CCND3","STAT4","LCP1","SELPLG","SYTL3","AKNA","SLC9A3R1","GNG2","JAK1","VPS37B","CD99","AOAH","ADGRE5","CALM1","CD96","AHNAK","SPN","TSEN54","FYN","SKAP1","ZAP70","CHST12","SLC2A3","AES","ARHGAP9","CORO1A","CST7","IFNGR1","S100A4","CCL4","SH2D2A","MAP3K8","REL","ITGB2","DHRS7","CD52","IL2RG","RAP1B","CDC42SE1","RUNX3","PTGER4","IL32","LDHA","PFN1","BZW1","EVL","RARRES3","APOBEC3G","PTPRC","STOM","GABARAPL1","C9orf142","CD55","MSN","SH3BGRL3","MYL12B","GIMAP7","CD53","ARHGDIB","RASSF5","ARL4C","RHOF","LITAF","LY6E","IER2","FAM46C","SRSF2","ID2","DUSP2","MYH9","MBP","CLEC2B","CLIC1","LSP1","SEPT1","CCL5","BTG1","FAM177A1","WIPF1","PRKCH","CMC1","CXCR4","MACF1","APMAP","EMP3","IRF1","SOCS1","ANXA6","EML4","SHISA5","RALGAPA1","TRBC2","PPP1R18","PTPN7","TAGLN2","TXNIP","TUBA4A","TMEM2","PARP8","DDX6","CYTIP","IKZF1","SLC38A1","STK17A","FAM49B","BHLHE40","PPP1CA","ARF6","KMT2E","ACTN4","ARHGEF1","LCK","NR4A2","ACAP1","ARPC2","DOK2","TAGAP","EIF3G","MAPRE2","CFL1","CD37","CD48","S100A6","B4GALT1","ICAM3","PRMT2","SEPT7","SYNE2","RSRP1","DSTN","LRRFIP1","TRBC1","SERBP1","PDCD4","YWHAZ","ANXA1","NFATC2","RNF213","CD47","LINC-PINT","CCNH","HSPA5","S100A10","NFE2L2","STK4","HNRNPUL1","HLA-C","APBB1IP","DNAJB6","TPM3","SEPT6","PTPN22","SYAP1","SPOCK2","IQGAP1","C9orf78","RBM3","NCOR1","PTP4A1","MBNL1","HLA-B","G3BP2","ETS1","CNN2"
"Single-cell analysis reveals new evolutionary complexity in uveal melanoma",31980621,"Plasma Cells_PMID_31980621","B cell","IGLV3-1","IGKV3-20","IGLV2-14","IGLV1-40","IGKV4-1","IGLV1-44","IGLV6-57","JCHAIN","IGKC","IGHG1","IGHG4","IGLC2","IGLC3","IGHG3","MZB1","IGHG2","IGHA1","SSR4","IGLL5","DERL3","FKBP11","XBP1","CD79A","PRDX4","HERPUD1","ANKRD28","SEC11C","ITM2C","HSP90B1","PMEL","RAB30","EDNRB","FKBP2","TXNDC5","PLPP5","TP53INP1","DUSP5","UBE2J1","EHMT1","TFAP2A","VIMP","FNDC3B","SPCS3","JSRP1","ERLEC1","PIM2","POU2AF1","MITF","SYNPR","SSR3","SPCS2","HIST1H1C","SDC1","DNAJB9","PELI1","H1FX","ANKRD37","SDF2L1","HIST1H2BC","TRIB1","SEL1L3","FCRL5","ZBP1","TNFRSF17","SLC44A1","TRAM1","TMED2","KLF13","RRBP1","CHST2","PDK1","TRPM1","SEC61B","TYRP1","PIK3CG","COL11A2","RP11-16E12.2","GNG7","MYDGF","SPCS1","HIST1H2AC","SEL1L","COBLL1","MLANA","TXNDC11","CRELD2","CHPF","SPAG4","CPEB4","ELL2","LMAN1","TMEM59","IFI27","SPATS2","LY9","MANF","ABCB5","AC093818.1","RP11-81H14.2","GLA","BTG2","TXNDC15","RABAC1","PRDM1","MYC","SEC61G","BCL2L11","ARSA","SLAMF7","RHOBTB3","KDELR2","MANEA","TMEM258","AP1S2","GAS6","FBXW7","EIF2AK4","ERN1","EFHD1","ST6GAL1","CLIC4","SERP1","CD38","FAM46C","CAV1","BASP1","ODC1","KRT10","EIF2AK3","ISG20","GSTP1","KDELR1","TYR","CTSF","MIR155HG","JUN","ATF4","RP11-160E2.6","MEF2C","XIST","IFNAR2","CREB3L2","KRTCAP2","ST6GALNAC4","SELM","SRM","MARCKSL1","SNHG7","MAN1A1","NEAT1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Single-cell analysis reveals new evolutionary complexity in uveal melanoma",31980621,"T Regulatory Cells_PMID_31980621","T cell","FOXP3","TNFRSF4","TNFRSF18","LTB","BATF","IL32","NR3C1","CARD16","CTLA4","TIGIT","GK","S100A4","SPOCK2","GEM","TBC1D4","PMAIP1","CORO1B","SESN3","TNIK","ICOS","CD52","ARID5B","BIRC3","SH2D1A","SOCS1","CNIH1","BTG3","CYTIP","RAB11FIP1","SNX9","RORA","PELI1","PBXIP1","C12orf57","GBP5","RHBDD2","UBE2B","C9orf16","PHLDA1","TRBC2","CTSC","SAMSN1","RHOH","BTG1","NDUFV2","DNPH1","IL2RG","LAT","CD28","SEPT6","PTPN22","PRDX2","IL7R","MAF","FKBP5","STK17B","SKAP1","ISG20","H2AFZ","SOD1","CD2","CDKN1B","PIM2","IFITM1","TSTD1","FCMR","RAC2","PTPRC","FXYD5","LEPROTL1","GBP2","JUNB","EPC1","TSC22D3","USP15","PAK2","COMMD6","ITM2A","STAT3","DUSP4","CD7","TANK","ETS1","ICAM3","UCP2","STK4","CD3E","TRBC1","APBB1IP","SMAP2","KLRB1","CD247","ANKRD12","ITK","WHSC1L1","CNOT6L","G3BP2","MAT2B","N4BP2L2","TRAF3IP3","RGCC","OCIAD2","CREM","GPRIN3","JAK1","TNFRSF1B","PIK3IP1","CASP1","STAT4","SYNE2","PFN1","SH3BGRL3","SRGN","SARAF","CCND2","HINT1","LBH","ATPIF1","PPM1G","CLEC2D","GNG2","EML4","TMA7","ARHGDIB","STAT1","ANAPC16","RNF19A","C19orf43","LCK","GPBP1","PPP1CB","FAU","TAGLN2","MBNL1","REL","RAP1A","BAX","CCND3","ARL6IP5","H2AFV","CDC42SE2","GMFG","RHOF","PNISR","DGUOK","ANP32B","ATP5D","ISG15","CIRBP","FYB","YWHAB","SH2D2A","CD82","MYCBP2","LINC00152","CLK1","SH3KBP1","UBE2D2","SCAND1","SERPINB9","TMEM123","IQGAP1","MTHFD2","CHD2","TRAC","SEPT1","ELF1","COX7C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cellular architecture of human brain metastases",35063085,"CD4_T_PMID_35063085","T cell","SELL","NT5E","ITK","TRMT2B","AAK1","CD4","GPR183","KLHL3","CCR4","ITIH4","DLEC1","ZAP70","PLXDC1","CD40LG","LAX1","TNFRSF4","GPR171","LY9","NCK2","PLCG1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cellular architecture of human brain metastases",35063085,"CD8_T_PMID_35063085","T cell","CD27","CD8B","CLUAP1","CRTAM","FKTN","KLRG1","LY9","PLCG1","RING1","SF1","SIRPG","TSPAN32","ARHGEF1","PPP1R2","CTSW","FBXW4","ZNF611","GZMH","CD8A","TTN","CD7","CX3CR1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cellular architecture of human brain metastases",35063085,"Central_memory_PMID_35063085","T cell","CORO7","ATM","GMEB2","SNRPN","ADSL","ITK","TFAP4","NAA16","LY9","CYLD","GIMAP4","PURA","DVL1","RPP38","LRIG2","IL7R","CDKN2AIP","APBB1","IPCEF1","CD247","CD40LG","TRADD","CD3E","TPR","ARID5B","UBASH3A","NCK1","SPTAN1","GPR171","CD5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cellular architecture of human brain metastases",35063085,"Effector_memory_PMID_35063085","T cell","APBA3","CD160","CD2","CD8B","CDK10","CDKN2AIP","CHST12","COG4","CX3CR1","DHX16","EWSR1","GIMAP6","GPR171","GZMK","HMOX2","IKZF3","ITK","KLRD1","KLRG1","MAPKAPK5","MORC2","MRFAP1L1","PLCG1","PSMC5","RNF167","SBF1","SF3B2","SLAMF1","TBCD","USP47","ZFYVE9","ZNF549","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cellular architecture of human brain metastases",35063085,"iTreg_PMID_35063085","T cell","FOXP3","STAT5A","CCR8","CD5","HS3ST3B1","TTN","CTLA4","FASLG","ICOS","CCR3","GALNT8","NFATC3","SIT1","CD28","IL10RA","PPM1B","ATG2B","CCR4","ZFYVE9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cellular architecture of human brain metastases",35063085,"nTreg_PMID_35063085","T cell","FOXP3","STAT5A","DUSP4","CD4","CTLA4","TNFRSF9","IL10RA","IL2RA","CD5","SIT1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cellular architecture of human brain metastases",35063085,"T Cell Activation_PMID_35063085","T cell","CADM1","CD1D","CD2","CD24","CD276","CD28","CD3D","CD3E","CD4","CD47","CD7","CLEC7A","CRTAM","EBI3","ELF4","FOXP3","GLMN","ICOSLG","IL12B","IL18","IL2","IL21","IL27","IL4","IL7","INS","JAG2","LAT","LAX1","LCK","NCK1","NCK2","NHEJ1","NLRC3","PTPRC","SART1","SFTPD","SIRPG","SIT1","SLA2","SOCS5","SPINK5","THY1","ZAP70","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cellular architecture of human brain metastases",35063085,"T Cell Anergy_PMID_35063085","T cell","ACTN4","ADGRE5","ADORA2A","ADORA2B","AGT","ANGPTL2","ANKRD28","ANP32A","ARFIP1","BNIP3","CASP4","CCL1","CCL3","CD40LG","CDC14A","CLEC4E","CSF1","CTSE","DDR1","DTNA","DUSP6","EGR2","ETV6","F2R","FBXO34","FOXP1","FURIN","FYN","GABRA4","GADD45B","GCH1","GGA2","HEBP2","HIF1AN","HLF","HSD17B6","HSPA4L","IER3","ING4","IRF4","ISYNA1","JAK3","JARID2","JUP","KCNJ11","KCNK5","KCNQ5","KIF15","KIFC3","LAG3","LILRB4","LPAR4","LRRC3","MARCHF2","MMD","MPZL2","MYH14","MYL7","MYO1C","MYO1E","NDRG1","NFATC1","NOCT","NOTCH1","NR4A2","NR4A3","OAZ3","PFKP","PLA2G10","RCBTB1","RNF19A","S100A5","SFRP4","SLC29A3","SOCS4","SRGN","STX11","TAGAP","TEKT2","TINAG","TNFRSF19","TNFRSF4","TNFSF11","TNFSF9","TP53RK","ZFP36L1","ZNF629","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cellular architecture of human brain metastases",35063085,"T Cell Exhaustion_PMID_35063085","T cell","ADGRG1","AFAP1L2","CCND2","CD38","CD8A","CD8B","CHST12","CTLA4","DFNB31","EOMES","FUT8","ITM2A","LAG3","MYO1E","NDFIP2","PARK7","PDCD1","SIRPG","SNX9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Single-Cell Map of Diverse Immune Phenotypes in the Breast Tumor Microenvironment",29961579,"Treg_PMID_29961579","T cell","NT5E","CD3D","CD3G","CD3E","CD4","CD5","ENTPD1","CTLA4","IZUMO1R","TNFRSF18","IL2RA","ITGAE","LAG3","TGFB1","LRRC32","TNFRSF4","SELL","FOXP3","STAT5A","STAT5B","LGALS1","IL10","IL12A","EBI3","TGFB1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Single-Cell Map of Diverse Immune Phenotypes in the Breast Tumor Microenvironment",29961579,"CD8 T Cell Activation_PMID_29961579","T cell","CD69","CCR7","CD27","BTLA","CD40LG","IL2RA","CD3E","CD47","EOMES","GNLY","GZMA","GZMB","PRF1","IFNG","CD8A","CD8B","CD95L","LAMP1","LAG3","CTLA4","HLA-DRA","TNFRSF4","ICOS","TNFRSF9","TNFRSF18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Single-Cell Map of Diverse Immune Phenotypes in the Breast Tumor Microenvironment",29961579,"Anti-inflammatory_PMID_29961579","T cell","TIGIT","IDO1","LGALS3","PDCD1","FOXP3","ENTPD1","CD274","CSF2","CTLA4","CXCL12","CXCL5","IL8","MIF","PTGS2","VEGFA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Single-Cell Map of Diverse Immune Phenotypes in the Breast Tumor Microenvironment",29961579,"Anergy_PMID_29961579","T cell","EGR3","NR4A3","EGR1","NR4A2","EGR2","TNFSF11","IRF4","GCH1","GADD45B","NFATC1","JARID2","SLC29A3","HLF","ZFP36L1","RNF19A","ADORA2B","CCRN41","DUSP6","NDRG1","ADORA2A","HSPA1A","PFKP","FYN","CTSE","ZFP629","F2R","RNF128","LAG3","RGS16","E2F1","E2F2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Single-Cell Map of Diverse Immune Phenotypes in the Breast Tumor Microenvironment",29961579,"Pro inflammatory_PMID_29961579","T cell","IL1A","IL1B","TNF","IFNG","TBX21","CCL3","CCL4","PRF1","GZMA","GZMB","GZMK","GZMH","CD8A","FASLG","CCL2","CCL20","IL2","IL6","IL12a","IL17a","IL23a","PTGS2","TLR4","TNF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Single-Cell Map of Diverse Immune Phenotypes in the Breast Tumor Microenvironment",29961579,"Lipid mediators_PMID_29961579","T cell","ADIPOQ","CD137","AgRP","ANGPT1","ANGPT2","ANGPTL3","ANGPTL4","ANGPTL6","BAFF","BMP4","CTSD","CTSS","CCL2","CCL5","RARRES2","CFD","CRP","CXCL8","CD26","ESM1","S100A12","AHSG","FGF1","FGF2","FGF21","FGF23","LGALS3","GCG","GH1","HGF","ICAM1","IGFBP1","IGFBP2","IGFBP3","IGFBP4","IGFBP6","IGFBP7","IL1b","IL6","IL10","IL11","INS","LEP","LIF","NGAL","MCSF","MIF","MPO","GHRL","GHSR","LIPE","LPL","AGT","CEBPA","CFD","FABP4","FASN","IRS2","KLF15","PPARG","PPARGC1A","RETN","SRT3","SLC2A4","SREBF1","ACACB","AXIN1","CCND1","CDK4","CEBPB","CEBPD","DKK1","E2F1","FABP4","FASN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Single-Cell Map of Diverse Immune Phenotypes in the Breast Tumor Microenvironment",29961579,"Glycolysis_PMID_29961579","T cell","ALDOA","ALDOB","ALDOC","BPGM","ENO1","ENO2","GALM","GCK","GPI","HK2","HK3","PFKL","PGAM2","PGK1","PGK2","PGM1","PGM2","PGM3","PKLR","TPI1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
